"rhail_code","rhail_codedefinitionid","rhail_codetype","rhail_definition","importsequencenumber","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","owningbusinessunit"
"N204","4bcf8e8f-e2d1-ef11-8ee9-000d3a59454e","984780001","Services under review for possible pre-existing condition. Send medical records for prior 12 months","","1","0","","","31491010","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N203","4acf8e8f-e2d1-ef11-8ee9-000d3a59454e","984780001","Missing/incomplete/invalid anesthesia time/units.","","1","0","","","31491008","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N202","49cf8e8f-e2d1-ef11-8ee9-000d3a59454e","984780001","Alert: Additional information/explanation will be sent separately.","","1","0","","","31491006","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N200","48cf8e8f-e2d1-ef11-8ee9-000d3a59454e","984780001","The professional component must be billed separately.","","1","0","","","31491004","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N20","22efa58f-e2d1-ef11-8eea-6045bd080606","984780001","Service not payable with other service rendered on the same date.","","1","0","","","31491002","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N2","89aaad89-e2d1-ef11-8eea-6045bd080606","984780001","This allowance has been made in accordance with the most appropriate course of treatment provision of the plan.","","1","0","","","31491000","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N199","47cf8e8f-e2d1-ef11-8ee9-000d3a59454e","984780001","Additional payment/recoupment approved based on payer-initiated review/audit.","","1","0","","","31490998","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N198","46cf8e8f-e2d1-ef11-8ee9-000d3a59454e","984780001","Rendering provider must be affiliated with the pay-to provider.","","1","0","","","31490996","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N197","45cf8e8f-e2d1-ef11-8ee9-000d3a59454e","984780001","The subscriber must update insurance information directly with payer.","","1","0","","","31490994","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N196","44cf8e8f-e2d1-ef11-8ee9-000d3a59454e","984780001","Alert: Patient eligible to apply for other coverage which may be primary.","","1","0","","","31490992","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N195","43cf8e8f-e2d1-ef11-8ee9-000d3a59454e","984780001","The technical component must be billed separately.","","1","0","","","31490990","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N194","30463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Technical component not paid if provider does not own the equipment used.","","1","0","","","31490988","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N193","2f463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: Specific federal/state/local program may cover this service through another payer.","","1","0","","","31490986","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N192","2e463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: Patient is a Medicaid/Qualified Medicare Beneficiary.","","1","0","","","31490984","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N191","2d463b90-e2d1-ef11-8eea-6045bd08003d","984780001","The provider must update insurance information directly with payer.","","1","0","","","31490979","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N190","2c463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Missing contract indicator.","","1","0","","","31490976","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N19","21efa58f-e2d1-ef11-8eea-6045bd080606","984780001","Procedure code incidental to primary procedure.","","1","0","","","31490974","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N189","2b463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: This service has been paid as a one-time exception to the plan's benefit restrictions.","","1","0","","","31490972","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N188","2a463b90-e2d1-ef11-8eea-6045bd08003d","984780001","The approved level of care does not match the procedure code submitted.","","1","0","","","31490970","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N187","29463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: You may request a review in writing within the required time limits following receipt of this notice by following the instructions included in your contract or plan benefit documents.","","1","0","","","31490968","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N186","28463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Non-Availability Statement (NAS) required for this service. Contact the nearest Military Treatment Facility (MTF) for assistance.","","1","0","","","31490966","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N185","27463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: Do not resubmit this claim/service.","","1","0","","","31490964","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N184","26463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Rebill technical and professional components separately.","","1","0","","","31490962","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N183","25463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: This is a predetermination advisory message, when this service is submitted for payment additional documentation as specified in plan documents will be required to process benefits.
Notes: (Modified 4/1/07)","","1","0","","","31490960","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N182","24463b90-e2d1-ef11-8eea-6045bd08003d","984780001","This claim/service must be billed according to the schedule for this plan.","","1","0","","","31490958","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N181","23463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Additional information is required from another provider involved in this service.","","1","0","","","31490956","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N180","22463b90-e2d1-ef11-8eea-6045bd08003d","984780001","This item or service does not meet the criteria for the category under which it was billed.","","1","0","","","31490954","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N179","21463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Additional information has been requested from the member. The charges will be reconsidered upon receipt of that information.","","1","0","","","31490952","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N178","20463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Missing pre-operative images/visual field results.","","1","0","","","31490946","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N177","1f463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: We did not send this claim to patient's other insurer. They have indicated no additional payment can be made.","","1","0","","","31490944","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N176","1e463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Services provided aboard a ship are covered only when the ship is of United States registry and is in United States waters. In addition, a doctor licensed to practice in the United States must provide the service.","","1","0","","","31490942","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N175","1d463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Missing review organization approval.","","1","0","","","31490940","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N174","1c463b90-e2d1-ef11-8eea-6045bd08003d","984780001","This is not a covered service/procedure/ equipment/bed, however patient liability is limited to amounts shown in the adjustments under group 'PR'.","","1","0","","","31490938","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N173","1b463b90-e2d1-ef11-8eea-6045bd08003d","984780001","No qualifying hospital stay dates were provided for this episode of care.","","1","0","","","31490936","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N172","1a463b90-e2d1-ef11-8eea-6045bd08003d","984780001","The patient is not liable for the denied/adjusted charge(s) for receiving any updated service/item.","","1","0","","","31490935","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N171","19463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Payment for repair or replacement is not covered or has exceeded the purchase price.","","1","0","","","31490933","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N170","18463b90-e2d1-ef11-8eea-6045bd08003d","984780001","A new/revised/renewed certificate of medical necessity is needed.","","1","0","","","31490931","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N167","17463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Charges exceed the post-transplant coverage limit.","","1","0","","","31490929","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N163","16463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Medical record does not support code billed per the code definition.","","1","0","","","31490927","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N162","15463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: Although your claim was paid, you have billed for a test/specialty not included in your Laboratory Certification. Your failure to correct the laboratory certification information will result in a denial of payment in the near future.","","1","0","","","31490925","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N161","14463b90-e2d1-ef11-8eea-6045bd08003d","984780001","This drug/service/supply is covered only when the associated service is covered.","","1","0","","","31490924","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N160","13463b90-e2d1-ef11-8eea-6045bd08003d","984780001","The patient must choose an option before a payment can be made for this procedure/ equipment/ supply/ service.","","1","0","","","31490922","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N16","20efa58f-e2d1-ef11-8eea-6045bd080606","984780001","Family/member Out-of-Pocket maximum has been met. Payment based on a higher percentage.","","1","0","","","31490918","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N159","12463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Payment denied/reduced because mileage is not covered when the patient is not in the ambulance.","","1","0","","","31490916","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N158","11463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Transportation in a vehicle other than an ambulance is not covered.","","1","0","","","31490914","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N157","10463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Transportation to/from this destination is not covered.","","1","0","","","31490912","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N156","0f463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: The patient is responsible for the difference between the approved treatment and the elective treatment.
Notes: (Modified 4/1/07)","","1","0","","","31490911","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N155","0e463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: Our records do not indicate that other insurance is on file. Please submit other insurance information for our records.","","1","0","","","31490909","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N154","0d463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: This payment was delayed for correction of provider's mailing address.","","1","0","","","31490906","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N153","0c463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Missing/incomplete/invalid room and board rate.","","1","0","","","31490904","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N152","0b463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Missing/incomplete/invalid replacement claim information.","","1","0","","","31490902","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N151","0a463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Telephone contact services will not be paid until the face-to-face contact requirement has been met.","","1","0","","","31490895","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N150","09463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Missing/incomplete/invalid model number.","","1","0","","","31490893","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N15","96aaad89-e2d1-ef11-8eea-6045bd080606","984780001","Services for a newborn must be billed separately.","","1","0","","","31490891","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N149","08463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Rebill all applicable services on a single claim.","","1","0","","","31490889","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N148","07463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Missing/incomplete/invalid date of last menstrual period.","","1","0","","","31490887","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N147","06463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Long term care case mix or per diem rate cannot be determined because the patient ID number is missing, incomplete, or invalid on the assignment request.","","1","0","","","31490885","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N146","05463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Missing screening document.","","1","0","","","31490882","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N144","04463b90-e2d1-ef11-8eea-6045bd08003d","984780001","The rate changed during the dates of service billed.","","1","0","","","31490880","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N143","03463b90-e2d1-ef11-8eea-6045bd08003d","984780001","The patient was not in a hospice program during all or part of the service dates billed.","","1","0","","","31490878","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N142","02463b90-e2d1-ef11-8eea-6045bd08003d","984780001","The original claim was denied. Resubmit a new claim, not a replacement claim.","","1","0","","","31490876","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N141","01463b90-e2d1-ef11-8eea-6045bd08003d","984780001","The patient was not residing in a long-term care facility during all or part of the service dates billed.","","1","0","","","31490874","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N140","00463b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: You have not been designated as an authorized OCONUS provider therefore are not considered an appropriate appealing party. If the beneficiary has appointed you, in writing, to act as his/her representative and you disagree with the Dental Advisor's opinion, you may appeal by submitting a copy of this letter, a signed statement explaining the matter in which you disagree, and any relevant information to the subscriber's Dental insurance carrier within 90 days from the date of this letter.","","1","0","","","31490872","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N139","ff453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: Under 32 CFR 199.13, a non-participating provider is not an appropriate appealing party. Therefore, if you disagree with the Dental Advisor's opinion, you may appeal the determination if appointed in writing, by the beneficiary, to act as his/her representative. Should you be appointed as a representative, submit a copy of this letter, a signed statement explaining the matter in which you disagree, and any radiographs and relevant information to the subscriber's Dental insurance carrier within 90 days from the date of this letter.","","1","0","","","31490870","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N138","fe453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: In the event you disagree with the Dental Advisor's opinion and have additional information relative to the case, you may submit radiographs to the Dental Advisor Unit at the subscriber's dental insurance carrier for a second Independent Dental Advisor Review.","","1","0","","","31490868","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N137","fd453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: The provider acting on the Member's behalf, may file an appeal with the Payer. The provider, acting on the Member's behalf, may file a complaint with the State Insurance Regulatory Authority without first filing an appeal, if the coverage decision involves an urgent condition for which care has not been rendered. The address may be obtained from the State Insurance Regulatory Authority.","","1","0","","","31490866","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N136","fc453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: To obtain information on the process to file an appeal in Arizona, call the Department's Consumer Assistance Office at (602) 912-8444 or (800) 325-2548.
Notes: (Modified 4/1/07)","","1","0","","","31490864","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N134","fa453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: This represents your scheduled payment for this service. If treatment has been discontinued, please contact Customer Service.","","1","0","","","31490861","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N135","fb453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Record fees are the patient's responsibility and limited to the specified co-payment.","","1","0","","","31490859","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N133","f9453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: Services for predetermination and services requesting payment are being processed separately.
Notes: (Modified 4/1/07)","","1","0","","","31490855","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N132","f8453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Alert: Payments will cease for services rendered by this US Government debarred or excluded provider after the 30 day grace period as previously notified.
Notes: (Modified 4/1/07)","","1","0","","","31490849","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N130","f6453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Consult plan benefit documents/guidelines for information about restrictions for this service.","","1","0","","","31490847","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N131","f7453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Total payments under multiple contracts cannot exceed the allowance for this service.","","1","0","","","31490845","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N129","f5453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Not eligible due to the patient's age.","","1","0","","","31490833","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N13","95aaad89-e2d1-ef11-8eea-6045bd080606","984780001","Payment based on professional/technical component modifier(s).","","1","0","","","31490831","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N128","f4453b90-e2d1-ef11-8eea-6045bd08003d","984780001","This amount represents the prior to coverage portion of the allowance.","","1","0","","","31490827","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N127","f3453b90-e2d1-ef11-8eea-6045bd08003d","984780001","This is a misdirected claim/service for a United Mine Workers of America (UMWA) beneficiary. Please submit claims to them.","","1","0","","","31490825","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N126","f2453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Social Security Records indicate that this individual has been deported. This payer does not cover items and services furnished to individuals who have been deported.","","1","0","","","31490821","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N125","f1453b90-e2d1-ef11-8eea-6045bd08003d","984780001","Payment has been (denied for the/made only for a less extensive) service/item because the information furnished does not substantiate the need for the (more extensive) service/item. If you have collected any amount from the patient, you must refund that amount to the patient within 30 days of receiving this notice.","","1","0","","","31490819","dc5c7cb8-6921-ef11-840b-0022480a10b0"
